Health_Population,Zombie_Population
9,7339
Health_Population,Zombie_Population
9,7279
Health_Population,Zombie_Population
9,7242
Health_Population,Zombie_Population
9,7182
Health_Population,Zombie_Population
9,7136
Health_Population,Zombie_Population
9,7087
Health_Population,Zombie_Population
9,7029
Health_Population,Zombie_Population
9,6978
Health_Population,Zombie_Population
9,6922
Health_Population,Zombie_Population
9,6874
Health_Population,Zombie_Population
9,6817
Health_Population,Zombie_Population
9,6758
Health_Population,Zombie_Population
9,6691
Health_Population,Zombie_Population
9,6598
Health_Population,Zombie_Population
9,6518
Health_Population,Zombie_Population
9,6450
Health_Population,Zombie_Population
9,6375
Health_Population,Zombie_Population
9,6305
Health_Population,Zombie_Population
9,6257
Health_Population,Zombie_Population
9,6198
Health_Population,Zombie_Population
9,6148
Health_Population,Zombie_Population
9,6068
Health_Population,Zombie_Population
9,5997
Health_Population,Zombie_Population
9,5926
Health_Population,Zombie_Population
9,5864
Health_Population,Zombie_Population
9,5820
Health_Population,Zombie_Population
9,5751
Health_Population,Zombie_Population
9,5707
Health_Population,Zombie_Population
9,5657
Health_Population,Zombie_Population
9,5603
Health_Population,Zombie_Population
98127,1242
Health_Population,Zombie_Population
43081,35741
Health_Population,Zombie_Population
6958,50919
Health_Population,Zombie_Population
3633,41436
Health_Population,Zombie_Population
2364,34642
Health_Population,Zombie_Population
1662,30060
Health_Population,Zombie_Population
1151,27198
Health_Population,Zombie_Population
859,25247
Health_Population,Zombie_Population
723,23259
Health_Population,Zombie_Population
649,21922
Health_Population,Zombie_Population
608,20440
Health_Population,Zombie_Population
527,18979
Health_Population,Zombie_Population
448,17916
Health_Population,Zombie_Population
393,16806
Health_Population,Zombie_Population
371,15955
Health_Population,Zombie_Population
325,15107
Health_Population,Zombie_Population
292,14340
Health_Population,Zombie_Population
247,13701
Health_Population,Zombie_Population
228,13168
Health_Population,Zombie_Population
228,12613
Health_Population,Zombie_Population
228,12165
Health_Population,Zombie_Population
194,11699
Health_Population,Zombie_Population
194,11138
Health_Population,Zombie_Population
168,10728
Health_Population,Zombie_Population
137,10320
Health_Population,Zombie_Population
126,10036
Health_Population,Zombie_Population
126,9793
Health_Population,Zombie_Population
113,9527
Health_Population,Zombie_Population
113,9197
Health_Population,Zombie_Population
113,8934
Health_Population,Zombie_Population
90,8782
Health_Population,Zombie_Population
90,8588
Health_Population,Zombie_Population
90,8376
Health_Population,Zombie_Population
90,8077
Health_Population,Zombie_Population
90,7870
Health_Population,Zombie_Population
90,7683
Health_Population,Zombie_Population
78,7460
Health_Population,Zombie_Population
78,7233
Health_Population,Zombie_Population
78,7064
Health_Population,Zombie_Population
67,6899
Health_Population,Zombie_Population
67,6682
Health_Population,Zombie_Population
56,6493
Health_Population,Zombie_Population
56,6323
Health_Population,Zombie_Population
56,6171
Health_Population,Zombie_Population
56,5980
Health_Population,Zombie_Population
56,5823
Health_Population,Zombie_Population
56,5674
Health_Population,Zombie_Population
48,5582
Health_Population,Zombie_Population
46,5442
Health_Population,Zombie_Population
46,5290
Health_Population,Zombie_Population
21,5122
Health_Population,Zombie_Population
21,5070
Health_Population,Zombie_Population
21,4969
Health_Population,Zombie_Population
21,4903
Health_Population,Zombie_Population
21,4856
Health_Population,Zombie_Population
19,4792
Health_Population,Zombie_Population
19,4724
Health_Population,Zombie_Population
19,4640
Health_Population,Zombie_Population
19,4565
Health_Population,Zombie_Population
19,4500
Health_Population,Zombie_Population
19,4449
Health_Population,Zombie_Population
19,4366
Health_Population,Zombie_Population
19,4280
Health_Population,Zombie_Population
19,4189
Health_Population,Zombie_Population
19,4114
Health_Population,Zombie_Population
19,4057
Health_Population,Zombie_Population
19,3984
Health_Population,Zombie_Population
19,3918
Health_Population,Zombie_Population
19,3822
Health_Population,Zombie_Population
19,3735
Health_Population,Zombie_Population
19,3681
Health_Population,Zombie_Population
10,3619
Health_Population,Zombie_Population
10,3530
Health_Population,Zombie_Population
10,3451
Health_Population,Zombie_Population
10,3360
Health_Population,Zombie_Population
10,3309
Health_Population,Zombie_Population
10,3257
Health_Population,Zombie_Population
10,3179
Health_Population,Zombie_Population
10,3121
Health_Population,Zombie_Population
5,3073
Health_Population,Zombie_Population
5,3045
Health_Population,Zombie_Population
5,3004
Health_Population,Zombie_Population
5,2935
Health_Population,Zombie_Population
5,2873
Health_Population,Zombie_Population
5,2809
Health_Population,Zombie_Population
5,2775
Health_Population,Zombie_Population
5,2706
Health_Population,Zombie_Population
5,2647
Health_Population,Zombie_Population
5,2593
Health_Population,Zombie_Population
5,2552
Health_Population,Zombie_Population
5,2505
Health_Population,Zombie_Population
5,2425
Health_Population,Zombie_Population
5,2379
Health_Population,Zombie_Population
5,2327
Health_Population,Zombie_Population
5,2291
Health_Population,Zombie_Population
5,2246
Health_Population,Zombie_Population
5,2174
Health_Population,Zombie_Population
5,2120
Health_Population,Zombie_Population
5,2067
Health_Population,Zombie_Population
5,2025
Health_Population,Zombie_Population
97678,1554
Health_Population,Zombie_Population
25560,46885
Health_Population,Zombie_Population
6125,48359
Health_Population,Zombie_Population
3255,40417
Health_Population,Zombie_Population
2018,35062
Health_Population,Zombie_Population
1477,31327
Health_Population,Zombie_Population
1238,28306
Health_Population,Zombie_Population
997,25983
Health_Population,Zombie_Population
725,24134
Health_Population,Zombie_Population
610,22679
Health_Population,Zombie_Population
553,21486
Health_Population,Zombie_Population
410,20536
Health_Population,Zombie_Population
376,19717
Health_Population,Zombie_Population
320,19048
Health_Population,Zombie_Population
270,18399
Health_Population,Zombie_Population
270,17741
Health_Population,Zombie_Population
242,17242
Health_Population,Zombie_Population
239,16660
Health_Population,Zombie_Population
233,16143
Health_Population,Zombie_Population
216,15653
Health_Population,Zombie_Population
187,15235
Health_Population,Zombie_Population
187,14799
Health_Population,Zombie_Population
187,14381
Health_Population,Zombie_Population
159,13990
Health_Population,Zombie_Population
159,13585
Health_Population,Zombie_Population
159,13213
Health_Population,Zombie_Population
135,12860
Health_Population,Zombie_Population
135,12479
Health_Population,Zombie_Population
128,12168
Health_Population,Zombie_Population
91,11912
Health_Population,Zombie_Population
74,11716
Health_Population,Zombie_Population
69,11494
Health_Population,Zombie_Population
69,11332
Health_Population,Zombie_Population
69,11105
Health_Population,Zombie_Population
42,10962
Health_Population,Zombie_Population
42,10829
Health_Population,Zombie_Population
42,10741
Health_Population,Zombie_Population
42,10595
Health_Population,Zombie_Population
42,10455
Health_Population,Zombie_Population
42,10351
Health_Population,Zombie_Population
42,10213
Health_Population,Zombie_Population
42,10104
Health_Population,Zombie_Population
42,9990
Health_Population,Zombie_Population
42,9865
Health_Population,Zombie_Population
42,9743
Health_Population,Zombie_Population
42,9620
Health_Population,Zombie_Population
42,9435
Health_Population,Zombie_Population
42,9320
Health_Population,Zombie_Population
42,9197
Health_Population,Zombie_Population
42,9075
Health_Population,Zombie_Population
42,8961
Health_Population,Zombie_Population
42,8790
Health_Population,Zombie_Population
42,8695
Health_Population,Zombie_Population
42,8564
Health_Population,Zombie_Population
19,8528
Health_Population,Zombie_Population
19,8435
Health_Population,Zombie_Population
19,8383
Health_Population,Zombie_Population
19,8305
Health_Population,Zombie_Population
19,8231
Health_Population,Zombie_Population
19,8157
Health_Population,Zombie_Population
19,8096
Health_Population,Zombie_Population
19,8036
Health_Population,Zombie_Population
19,7969
Health_Population,Zombie_Population
19,7897
Health_Population,Zombie_Population
19,7850
Health_Population,Zombie_Population
19,7778
Health_Population,Zombie_Population
19,7694
Health_Population,Zombie_Population
19,7646
Health_Population,Zombie_Population
19,7569
Health_Population,Zombie_Population
19,7503
Health_Population,Zombie_Population
19,7428
Health_Population,Zombie_Population
19,7352
Health_Population,Zombie_Population
19,7286
Health_Population,Zombie_Population
19,7215
Health_Population,Zombie_Population
19,7168
Health_Population,Zombie_Population
19,7106
Health_Population,Zombie_Population
19,7004
Health_Population,Zombie_Population
19,6949
Health_Population,Zombie_Population
19,6859
Health_Population,Zombie_Population
19,6747
Health_Population,Zombie_Population
19,6677
Health_Population,Zombie_Population
19,6560
Health_Population,Zombie_Population
19,6472
Health_Population,Zombie_Population
19,6402
Health_Population,Zombie_Population
19,6343
Health_Population,Zombie_Population
19,6284
Health_Population,Zombie_Population
19,6210
Health_Population,Zombie_Population
19,6125
Health_Population,Zombie_Population
19,6038
Health_Population,Zombie_Population
19,5980
Health_Population,Zombie_Population
19,5897
Health_Population,Zombie_Population
19,5807
Health_Population,Zombie_Population
19,5717
Health_Population,Zombie_Population
19,5672
Health_Population,Zombie_Population
19,5608
Health_Population,Zombie_Population
19,5522
Health_Population,Zombie_Population
9,5462
Health_Population,Zombie_Population
9,5404
Health_Population,Zombie_Population
9,5346
Health_Population,Zombie_Population
9,5301
Health_Population,Zombie_Population
97711,1619
Health_Population,Zombie_Population
24886,48613
Health_Population,Zombie_Population
3755,9324
Health_Population,Zombie_Population
506,1380
Health_Population,Zombie_Population
65,224
Health_Population,Zombie_Population
13,34
Health_Population,Zombie_Population
1,8
Health_Population,Zombie_Population
99725,179
Health_Population,Zombie_Population
97629,1224
Health_Population,Zombie_Population
86427,6258
Health_Population,Zombie_Population
41759,25901
Health_Population,Zombie_Population
8883,15584
Health_Population,Zombie_Population
2095,3597
Health_Population,Zombie_Population
571,774
Health_Population,Zombie_Population
121,228
Health_Population,Zombie_Population
16,78
Health_Population,Zombie_Population
6,10
Health_Population,Zombie_Population
99898,55
Health_Population,Zombie_Population
99334,226
Health_Population,Zombie_Population
98507,438
Health_Population,Zombie_Population
96893,798
Health_Population,Zombie_Population
94443,1242
Health_Population,Zombie_Population
90606,2059
Health_Population,Zombie_Population
84144,3173
Health_Population,Zombie_Population
75779,4231
Health_Population,Zombie_Population
63937,6213
Health_Population,Zombie_Population
47302,9498
Health_Population,Zombie_Population
26363,12266
Health_Population,Zombie_Population
8972,12142
Health_Population,Zombie_Population
3298,3956
Health_Population,Zombie_Population
1183,1475
Health_Population,Zombie_Population
421,511
Health_Population,Zombie_Population
160,145
Health_Population,Zombie_Population
51,60
Health_Population,Zombie_Population
17,25
Health_Population,Zombie_Population
4,9
Health_Population,Zombie_Population
1,1
Health_Population,Zombie_Population
99911,55
Health_Population,Zombie_Population
99593,128
Health_Population,Zombie_Population
99144,310
Health_Population,Zombie_Population
97887,630
Health_Population,Zombie_Population
95680,1150
Health_Population,Zombie_Population
91965,1877
Health_Population,Zombie_Population
86418,3013
Health_Population,Zombie_Population
77846,4389
Health_Population,Zombie_Population
65147,6942
Health_Population,Zombie_Population
46719,10199
Health_Population,Zombie_Population
25444,12791
Health_Population,Zombie_Population
8997,11581
Health_Population,Zombie_Population
3288,3897
Health_Population,Zombie_Population
1217,1354
Health_Population,Zombie_Population
406,532
Health_Population,Zombie_Population
133,207
Health_Population,Zombie_Population
41,60
Health_Population,Zombie_Population
11,20
Health_Population,Zombie_Population
3,1
Health_Population,Zombie_Population
99986,5
Health_Population,Zombie_Population
99964,4
Health_Population,Zombie_Population
99953,0
Health_Population,Zombie_Population
99985,6
Health_Population,Zombie_Population
99970,3
Health_Population,Zombie_Population
99950,3
Health_Population,Zombie_Population
99899,9
Health_Population,Zombie_Population
99878,5
Health_Population,Zombie_Population
99858,4
Health_Population,Zombie_Population
99841,2
Health_Population,Zombie_Population
99816,6
Health_Population,Zombie_Population
99802,3
Health_Population,Zombie_Population
99779,5
Health_Population,Zombie_Population
99762,6
Health_Population,Zombie_Population
99747,3
Health_Population,Zombie_Population
99731,6
Health_Population,Zombie_Population
99713,4
Health_Population,Zombie_Population
99692,7
Health_Population,Zombie_Population
99674,2
Health_Population,Zombie_Population
99660,3
Health_Population,Zombie_Population
99646,1
Health_Population,Zombie_Population
99633,2
Health_Population,Zombie_Population
99930,32
Health_Population,Zombie_Population
99759,90
Health_Population,Zombie_Population
99424,199
Health_Population,Zombie_Population
98629,489
Health_Population,Zombie_Population
97130,787
Health_Population,Zombie_Population
94679,1236
Health_Population,Zombie_Population
90751,2067
Health_Population,Zombie_Population
85073,2704
Health_Population,Zombie_Population
77288,3955
Health_Population,Zombie_Population
66338,5720
Health_Population,Zombie_Population
51269,8197
Health_Population,Zombie_Population
31519,11273
Health_Population,Zombie_Population
12504,12083
Health_Population,Zombie_Population
4388,5313
Health_Population,Zombie_Population
1583,1943
Health_Population,Zombie_Population
584,686
Health_Population,Zombie_Population
254,244
Health_Population,Zombie_Population
89,137
Health_Population,Zombie_Population
30,41
Health_Population,Zombie_Population
12,9
Health_Population,Zombie_Population
3,5
Health_Population,Zombie_Population
99930,32
Health_Population,Zombie_Population
99760,89
Health_Population,Zombie_Population
99470,157
Health_Population,Zombie_Population
98636,458
Health_Population,Zombie_Population
97180,788
Health_Population,Zombie_Population
95024,1157
Health_Population,Zombie_Population
91033,2128
Health_Population,Zombie_Population
84829,3044
Health_Population,Zombie_Population
76402,4377
Health_Population,Zombie_Population
63277,7010
Health_Population,Zombie_Population
45318,10168
Health_Population,Zombie_Population
24481,12561
Health_Population,Zombie_Population
8733,11379
Health_Population,Zombie_Population
3177,3923
Health_Population,Zombie_Population
1155,1407
Health_Population,Zombie_Population
350,545
Health_Population,Zombie_Population
140,197
Health_Population,Zombie_Population
42,61
Health_Population,Zombie_Population
13,26
Health_Population,Zombie_Population
2,7
Health_Population,Zombie_Population
29,46
Health_Population,Zombie_Population
20,21
Health_Population,Zombie_Population
6,6
Health_Population,Zombie_Population
2,2
Health_Population,Zombie_Population
56,20
Health_Population,Zombie_Population
23,18
Health_Population,Zombie_Population
6,13
Health_Population,Zombie_Population
53,26
Health_Population,Zombie_Population
22,19
Health_Population,Zombie_Population
12,6
Health_Population,Zombie_Population
2,3
Health_Population,Zombie_Population
56,21
Health_Population,Zombie_Population
23,18
Health_Population,Zombie_Population
7,15
Health_Population,Zombie_Population
56,20
Health_Population,Zombie_Population
23,18
Health_Population,Zombie_Population
7,15
Health_Population,Zombie_Population
56,20
Health_Population,Zombie_Population
23,18
Health_Population,Zombie_Population
7,15
Health_Population,Zombie_Population
45,22
Health_Population,Zombie_Population
16,16
Health_Population,Zombie_Population
8,10
Health_Population,Zombie_Population
54,26
Health_Population,Zombie_Population
17,20
Health_Population,Zombie_Population
6,10
Health_Population,Zombie_Population
1,7
Health_Population,Zombie_Population
36,40
Health_Population,Zombie_Population
13,27
Health_Population,Zombie_Population
3,4
Health_Population,Zombie_Population
915,40
Health_Population,Zombie_Population
822,63
Health_Population,Zombie_Population
549,143
Health_Population,Zombie_Population
287,201
Health_Population,Zombie_Population
88,162
Health_Population,Zombie_Population
30,39
Health_Population,Zombie_Population
9,9
Health_Population,Zombie_Population
1,10
Health_Population,Zombie_Population
881,59
Health_Population,Zombie_Population
635,135
Health_Population,Zombie_Population
288,228
Health_Population,Zombie_Population
109,115
Health_Population,Zombie_Population
32,41
Health_Population,Zombie_Population
15,10
Health_Population,Zombie_Population
3,7
Health_Population,Zombie_Population
881,56
Health_Population,Zombie_Population
690,118
Health_Population,Zombie_Population
371,177
Health_Population,Zombie_Population
115,150
Health_Population,Zombie_Population
45,59
Health_Population,Zombie_Population
19,17
Health_Population,Zombie_Population
5,7
Health_Population,Zombie_Population
2,2
Health_Population,Zombie_Population
56,21
Health_Population,Zombie_Population
23,18
Health_Population,Zombie_Population
6,13
Health_Population,Zombie_Population
45,12
Health_Population,Zombie_Population
22,14
Health_Population,Zombie_Population
5,10
Health_Population,Zombie_Population
1,3
Health_Population,Zombie_Population
57,23
Health_Population,Zombie_Population
25,35
Health_Population,Zombie_Population
10,3
Health_Population,Zombie_Population
2,2
Health_Population,Zombie_Population
53,26
Health_Population,Zombie_Population
22,19
Health_Population,Zombie_Population
12,6
Health_Population,Zombie_Population
2,3
Health_Population,Zombie_Population
75,12
Health_Population,Zombie_Population
30,21
Health_Population,Zombie_Population
7,13
Health_Population,Zombie_Population
32,38
Health_Population,Zombie_Population
14,19
Health_Population,Zombie_Population
1,11
Health_Population,Zombie_Population
946,29
Health_Population,Zombie_Population
779,100
Health_Population,Zombie_Population
435,196
Health_Population,Zombie_Population
149,209
Health_Population,Zombie_Population
68,122
Health_Population,Zombie_Population
13,80
Health_Population,Zombie_Population
7,19
Health_Population,Zombie_Population
3,8
Health_Population,Zombie_Population
928,36
Health_Population,Zombie_Population
712,141
Health_Population,Zombie_Population
285,270
Health_Population,Zombie_Population
104,153
Health_Population,Zombie_Population
59,45
Health_Population,Zombie_Population
19,42
Health_Population,Zombie_Population
6,9
Health_Population,Zombie_Population
887,60
Health_Population,Zombie_Population
664,113
Health_Population,Zombie_Population
354,184
Health_Population,Zombie_Population
127,124
Health_Population,Zombie_Population
50,98
Health_Population,Zombie_Population
21,47
Health_Population,Zombie_Population
2,21
Health_Population,Zombie_Population
955,22
Health_Population,Zombie_Population
842,43
Health_Population,Zombie_Population
518,178
Health_Population,Zombie_Population
173,176
Health_Population,Zombie_Population
57,102
Health_Population,Zombie_Population
29,48
Health_Population,Zombie_Population
11,18
Health_Population,Zombie_Population
1,11
Health_Population,Zombie_Population
897,62
Health_Population,Zombie_Population
603,141
Health_Population,Zombie_Population
288,181
Health_Population,Zombie_Population
88,222
Health_Population,Zombie_Population
47,128
Health_Population,Zombie_Population
26,67
Health_Population,Zombie_Population
10,42
Health_Population,Zombie_Population
5,2
Health_Population,Zombie_Population
883,65
Health_Population,Zombie_Population
653,153
Health_Population,Zombie_Population
393,162
Health_Population,Zombie_Population
130,153
Health_Population,Zombie_Population
41,133
Health_Population,Zombie_Population
26,70
Health_Population,Zombie_Population
8,8
Health_Population,Zombie_Population
1,3
Health_Population,Zombie_Population
385,366
Health_Population,Zombie_Population
41,526
Health_Population,Zombie_Population
25,446
Health_Population,Zombie_Population
7,405
Health_Population,Zombie_Population
7,322
Health_Population,Zombie_Population
7,267
Health_Population,Zombie_Population
7,222
Health_Population,Zombie_Population
7,150
Health_Population,Zombie_Population
2,67
Health_Population,Zombie_Population
0,26
Health_Population,Zombie_Population
443,414
Health_Population,Zombie_Population
78,591
Health_Population,Zombie_Population
36,500
Health_Population,Zombie_Population
11,469
Health_Population,Zombie_Population
11,405
Health_Population,Zombie_Population
11,319
Health_Population,Zombie_Population
2,266
Health_Population,Zombie_Population
2,214
Health_Population,Zombie_Population
2,155
Health_Population,Zombie_Population
430,360
Health_Population,Zombie_Population
55,547
Health_Population,Zombie_Population
23,494
Health_Population,Zombie_Population
5,412
Health_Population,Zombie_Population
5,373
Health_Population,Zombie_Population
5,323
Health_Population,Zombie_Population
2,280
Health_Population,Zombie_Population
2,237
Health_Population,Zombie_Population
2,194
Health_Population,Zombie_Population
2,142
Health_Population,Zombie_Population
2,91
Health_Population,Zombie_Population
1,57
Health_Population,Zombie_Population
246,426
Health_Population,Zombie_Population
56,446
Health_Population,Zombie_Population
25,369
Health_Population,Zombie_Population
7,320
Health_Population,Zombie_Population
7,262
Health_Population,Zombie_Population
1,244
Health_Population,Zombie_Population
1,189
Health_Population,Zombie_Population
1,140
Health_Population,Zombie_Population
1,93
Health_Population,Zombie_Population
1,36
Health_Population,Zombie_Population
0,1
Health_Population,Zombie_Population
158,659
Health_Population,Zombie_Population
68,640
Health_Population,Zombie_Population
55,462
Health_Population,Zombie_Population
20,434
Health_Population,Zombie_Population
1,367
Health_Population,Zombie_Population
463,359
Health_Population,Zombie_Population
32,636
Health_Population,Zombie_Population
13,600
Health_Population,Zombie_Population
13,522
Health_Population,Zombie_Population
13,423
Health_Population,Zombie_Population
13,358
Health_Population,Zombie_Population
13,289
Health_Population,Zombie_Population
4,215
Health_Population,Zombie_Population
3,52
Health_Population,Zombie_Population
2,73
Health_Population,Zombie_Population
20,68
Health_Population,Zombie_Population
14,18
Health_Population,Zombie_Population
27,52
Health_Population,Zombie_Population
8,18
Health_Population,Zombie_Population
1,3
Health_Population,Zombie_Population
30,115
Health_Population,Zombie_Population
